Frac_B	N	N_a	N_b	Med_KE_A	Med_KE_B	Radius_A	Radius_B	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	Q3_AUDPC	Med_AUDPC_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	                     Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.5	1110	555	555	514.0	512.0	200	200                             	1024.0	992.2	1050.0	2223.8	1886.8	2552.6	399934.0	366233.7	437992.6	5359.1	4907.5	5874.2	179192.8	217040.8	196509.9	185413.0	223602.0	203375.3
0.5	1110	555	555	508.0	509.0	200	250                             	1018.0	976.0	1043.8	2108.9	1844.1	2536.0	393984.7	360450.3	438784.6	5279.4	4830.0	5879.7	177520.0	215760.6	194405.0	183384.9	223891.8	202307.7
0.5	1110	555	555	499.5	497.5	200	300                             	998.0	950.5	1034.8	1980.2	1674.1	2335.5	385158.9	347078.4	427008.3	5161.1	4650.9	5721.9	168908.5	212295.6	189904.9	174248.0	215627.6	194879.2
0.5	1110	555	555	500.5	496.0	200	350                             	999.5	939.0	1037.0	1794.3	1524.4	2229.4	372810.6	334796.3	419242.7	4995.7	4487.0	5617.9	163347.2	207284.1	183522.8	169576.9	212633.1	191611.6
0.5	1110	555	555	491.5	492.0	200	400                             	981.5	924.8	1032.0	1750.8	1424.2	2090.9	363195.8	320275.2	409566.4	4866.8	4291.7	5488.2	158450.8	202560.0	179428.6	160535.7	206654.2	182121.8
0.5	1110	555	555	491.5	491.0	200	450                             	984.5	923.5	1028.0	1579.6	1345.7	1930.3	348265.6	301966.1	380915.0	4666.8	4046.3	5104.3	149498.9	190692.8	171834.8	153939.6	194222.5	176828.7
0.5	1110	555	555	478.0	479.0	200	500                             	951.0	876.2	1026.0	1475.0	1202.3	1794.4	335686.5	285403.2	380895.0	4498.2	3824.4	5104.0	139967.7	188585.7	166332.1	144558.2	192435.9	167262.3
0.5	1110	555	555	490.0	488.5	200	550                             	977.5	913.0	1028.5	1369.6	1090.5	1688.2	340770.6	295527.0	380047.9	4566.3	3960.1	5092.6	146685.2	188944.0	168550.6	148683.8	192658.3	171447.6
0.5	1110	555	555	472.5	471.0	200	600                             	944.5	868.0	1006.0	1305.8	1021.4	1617.3	303312.9	255053.7	358062.7	4064.4	3419.0	4803.3	127158.8	178603.6	150666.3	130620.0	182529.7	155145.4
0.5	1110	555	555	477.0	476.0	200	650                             	955.0	873.0	1005.0	1137.0	898.6	1513.7	296587.1	251162.5	346138.3	3974.3	3365.6	4638.3	123934.1	170419.1	147576.4	125770.4	173117.8	149284.7
0.5	1110	555	555	484.5	483.5	200	700                             	968.0	886.2	1027.0	1116.3	848.1	1482.7	303184.5	249710.2	355843.8	4062.7	3346.1	4768.3	123230.6	175376.1	149467.2	124743.8	180063.0	151501.6
