Frac_B	N	N_a	N_b	Med_KE_A	Med_KE_B	Radius_A	Radius_B	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	 Q3_AUDPC	Med_AUDPC_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	 Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.5	1110	555	555	429	428.5	600	700	859.5	783.2	924	424.9	312.6	574.2	143338.8	113892.5	181411.5	1434.8	1143.9	1814.1	58758.9	90984.9	72578	56284	89998.8	71730.7
0.5	1110	555	555	444	447	600	800	892.5	816	961	393.1	298.7	519.2	144874.2	111221.4	173504.3	1450.6	1112.2	1735	56599.2	87009.9	72943.9	55749.8	86029.5	71686.5
0.5	1110	555	555	462.5	466	600	900	927	844.2	982.8	342.2	256.9	492.6	139115.5	116353.8	172311.6	1391.2	1164	1723.1	57952.9	87373.6	70676.1	57599.3	84854.2	69161.4
0.5	1110	555	555	474	474.5	600	1000	948	875	1007	331.7	249	434.7	141081.8	109279.3	171692.5	1410.8	1096.5	1716.9	55580.8	86856.8	70540.2	53740.4	85034.6	70337.4
0.5	1110	555	555	486	485	600	1100	971.5	883	1027	309.5	221.2	454.3	135051.1	104145.9	159901.9	1350.5	1046.7	1599	52588.1	80151.7	67495.7	52067.9	79960.2	66453.6
0.5	1110	555	555	457	461	700	0	918	827	985.5	616.7	486.3	807.1	203025.6	163746.8	246381.5	2030.3	1637.5	2463.8	82429.2	124565.6	103704.4	79795.1	122484.2	98639.2
0.5	1110	555	555	443.5	440.5	700	100	885	799.5	959.5	630	444.4	843.7	190635.4	144913.1	231044.9	1906.4	1449.1	2310.4	74801.8	117506.1	96749.1	71543	113638.2	93896.2
0.5	1110	555	555	431.5	431.5	700	200	865	762.2	935.8	600.5	458.4	841.2	185099.2	140191.1	233422.4	1851	1402	2337.7	71155	117405	94314.4	69220	113624.8	92174
0.5	1110	555	555	413.5	412	700	300	823.5	746.2	904	541	410.8	755.8	162180.3	121075	201293.9	1623	1214.2	2017	61462.8	102717.2	81868.5	60316.8	99374.6	79307.5
0.5	1110	555	555	413	412.5	700	400	824.5	738.2	891.5	522.7	351.2	702.3	152896.6	119888.3	193183.5	1529	1199.5	1933.1	60307.5	99573	77019	58645.1	94478.9	75610.4
0.5	1110	555	555	412	416	700	500	828.5	745.2	895.5	450.2	317.6	602	145248.8	108766.7	176905.6	1452.5	1089.7	1770.3	55258.5	89027.8	74217	52438.3	87597.1	72571.5
