	Frac_B	N	N_a	N_b	Med_KE_A	Med_KE_B	Radius	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	Q3_AUDPC	Med_AUDP_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B	Med_KE_A_singlenorm	Med_KE_B_singlenorm	Med_KE_A_doublenorm	Med_KE_B_doublenorm	Med_AUDPC_A_single	Med_AUDPC_B_single	Med_AUDPC_A_double	Med_AUDPC_B_double	KE_ratio_single	KE_ratio_unnorm
93	0.6	1110	444	666	345.0	516.0	900	858.5	786.2	928.8	433.7	336.8	599.0	157250.5	128971.7	186928.1	3151.0	2580.7	3738.6	53050.4	75627.0	64608.5	76243.6	110644.4	93184.6	0.777027027027027	0.7747747747747747	38.85135135135135	38.73873873873874	145.51463963963963	139.91681681681683	7275.731981981981	6995.840840840841	0.9971014492753624	0.6686046511627907
94	0.6	1110	444	666	351.5	527.0	950	880.5	813.2	956.0	442.9	333.4	572.2	161034.3	130408.9	191818.0	3226.2	2613.2	3843.2	52920.5	78407.8	65063.0	77135.7	114341.8	95569.3	0.7916666666666666	0.7912912912912913	39.58333333333333	39.56456456456456	146.5382882882883	143.49744744744746	7326.914414414414	7174.872372372372	0.9995258416311048	0.6669829222011385
95	0.6	1110	444	666	353.0	529.0	1000	880.0	799.5	958.5	384.8	290.5	534.4	147465.3	123404.2	181191.1	2949.3	2468.1	3623.8	49970.3	73751.4	59580.2	72619.6	108345.5	88400.8	0.795045045045045	0.7942942942942943	39.75225225225225	39.71471471471472	134.18963963963964	132.73393393393394	6709.481981981981	6636.696696696697	0.9990557129367328	0.667296786389414
96	0.6	1110	444	666	361.0	543.5	1050	904.0	841.0	969.8	403.4	304.3	538.2	151812.5	118286.3	178135.4	3036.2	2365.7	3564.3	48158.2	73175.2	60868.2	70728.7	107044.0	90874.9	0.8130630630630631	0.816066066066066	40.653153153153156	40.8033033033033	137.09054054054053	136.44879879879878	6854.527027027026	6822.439939939939	1.0036934441366574	0.6642134314627415
97	0.6	1110	444	666	376.0	565.0	1100	941.5	856.2	1006.0	382.6	297.7	527.9	157047.4	132206.2	186371.1	3140.9	2644.1	3733.6	53628.7	75478.2	63518.9	77729.4	111237.1	94466.2	0.8468468468468469	0.8483483483483484	42.34234234234234	42.41741741741742	143.06058558558559	141.84114114114115	7153.029279279279	7092.057057057057	1.00177304964539	0.6654867256637168
98	0.6	1110	444	666	384.0	574.0	1150	954.5	868.0	1015.8	362.1	284.4	491.5	154147.6	128605.3	180967.3	3083.0	2572.1	3619.3	52277.1	73685.9	62552.0	76555.0	107300.7	91829.9	0.8648648648648649	0.8618618618618619	43.24324324324324	43.093093093093096	140.88288288288288	137.88273273273273	7044.144144144144	6894.1366366366365	0.9965277777777777	0.6689895470383276
99	0.6	1110	444	666	385.0	579.0	1200	964.0	894.5	1021.8	360.2	265.3	496.0	149853.0	122551.5	176846.0	2997.1	2451.5	3539.0	49195.2	71816.7	60344.9	72892.8	105788.9	89457.1	0.8671171171171171	0.8693693693693694	43.35585585585586	43.468468468468465	135.91193693693694	134.31996996996997	6795.596846846846	6715.9984984984985	1.0025974025974025	0.6649395509499136
100	0.8	1110	222	888	220.0	887.0	0	1107.0	1105.2	1108.0	3837.1	3546.2	4318.6	688990.6	679561.2	698784.5	13779.8	13591.2	13975.7	82532.0	89409.2	86282.7	592889.5	612290.5	603205.7	0.990990990990991	0.9988738738738738	49.549549549549546	49.94369369369369	388.6608108108108	679.2856981981981	19433.04054054054	33964.284909909904	1.0079545454545453	0.2480270574971815
101	0.8	1110	222	888	220.0	886.0	50	1105.0	1103.0	1107.0	3722.7	3406.6	4059.9	590299.8	579655.9	601776.0	11806.0	11593.1	12035.5	75225.7	82227.7	78317.2	502015.7	522152.9	511394.2	0.990990990990991	0.9977477477477478	49.549549549549546	49.887387387387385	352.78018018018014	575.8943693693694	17639.009009009005	28794.718468468465	1.0068181818181818	0.24830699774266365
102	0.8	1110	222	888	218.0	882.0	100	1100.0	1097.0	1103.0	3402.6	3120.5	3753.2	448309.0	439040.1	457444.4	8966.2	8780.8	9148.9	66358.9	72426.4	68978.6	371369.5	387513.5	378818.3	0.9819819819819819	0.9932432432432432	49.0990990990991	49.66216216216216	310.7144144144144	426.5971846846847	15535.720720720721	21329.85923423423	1.011467889908257	0.2471655328798186
103	0.8	1110	222	888	217.0	877.0	150	1094.0	1090.0	1098.0	3143.7	2838.8	3472.3	370979.3	360811.4	382852.3	7424.8	7219.3	7657.0	64108.0	71751.5	67748.9	295271.2	313019.7	303711.8	0.9774774774774775	0.9876126126126126	48.873873873873876	49.38063063063063	305.1752252252252	342.01779279279276	15258.76126126126	17100.889639639638	1.01036866359447	0.24743443557582667
104	0.8	1110	222	888	215.0	870.5	200	1086.0	1079.0	1092.8	2826.3	2441.2	3144.0	346678.7	334284.2	362845.9	6933.6	6685.7	7256.9	66505.9	74968.8	70615.8	265510.7	288638.4	277115.5	0.9684684684684685	0.9802927927927928	48.42342342342342	49.01463963963964	318.0891891891892	312.0670045045045	15904.459459459458	15603.350225225224	1.0122093023255814	0.2469844916714532
105	0.8	1110	222	888	214.0	861.0	250	1074.5	1059.0	1085.8	2578.2	2207.7	2887.0	341404.9	322230.6	358434.9	6828.1	6444.9	7168.7	67462.2	78244.8	71937.6	253224.8	283058.2	269618.7	0.963963963963964	0.9695945945945946	48.1981981981982	48.47972972972973	324.0432432432433	303.62466216216217	16202.162162162162	15181.233108108107	1.0058411214953271	0.24854819976771197
106	0.8	1110	222	888	209.0	842.5	300	1052.0	1022.0	1071.0	2272.5	1926.4	2683.2	339942.8	311577.3	365080.7	6804.0	6231.5	7301.6	66917.9	79973.3	73063.2	244428.3	285708.2	264282.8	0.9414414414414415	0.9487612612612613	47.072072072072075	47.43806306306306	329.1135135135135	297.61576576576573	16455.675675675673	14880.788288288286	1.0077751196172249	0.24807121661721068
107	0.8	1110	222	888	204.0	819.5	350	1023.0	984.0	1055.0	1985.2	1661.1	2455.8	322488.2	299910.7	363936.4	6451.6	6001.2	7278.7	63941.4	80166.8	70724.4	233354.6	283490.8	252214.5	0.918918918918919	0.9228603603603603	45.94594594594595	46.14301801801802	318.5783783783784	284.0253378378378	15928.918918918916	14201.26689189189	1.0042892156862744	0.24893227577791335
108	0.8	1110	222	888	195.0	789.0	400	984.0	913.2	1042.5	1707.3	1447.1	2052.5	303605.1	268785.6	339602.6	6072.1	5381.0	6798.0	57454.0	74270.2	64989.4	210825.5	266596.8	235952.2	0.8783783783783784	0.8885135135135135	43.91891891891892	44.42567567567567	292.74504504504506	265.7119369369369	14637.25225225225	13285.596846846845	1.0115384615384615	0.24714828897338403
109	0.8	1110	222	888	192.0	769.0	450	961.0	881.8	1023.8	1516.6	1255.9	1823.8	289668.0	252179.4	326028.2	5797.5	5043.6	6520.6	52852.7	70908.3	61921.2	197191.0	255128.1	226303.6	0.8648648648648649	0.865990990990991	43.24324324324324	43.299549549549546	278.9243243243243	254.84639639639641	13946.216216216215	12742.319819819819	1.0013020833333333	0.24967490247074123
110	0.8	1110	222	888	184.0	736.0	500	916.5	848.2	1000.0	1310.7	1047.9	1606.6	264267.3	233014.6	305751.3	5287.5	4660.3	6116.8	48345.1	65478.2	56024.4	185256.1	240102.6	207452.2	0.8288288288288288	0.8288288288288288	41.44144144144144	41.44144144144144	252.36216216216218	233.61734234234237	12618.108108108107	11680.867117117117	1.0	0.25
111	0.8	1110	222	888	180.0	725.0	550	902.0	812.0	975.0	1149.6	918.2	1437.7	245923.4	211307.7	284720.1	4918.5	4226.4	5696.2	43475.3	60873.9	51742.6	166843.9	223415.8	192980.9	0.8108108108108109	0.8164414414414415	40.54054054054054	40.822072072072075	233.07477477477477	217.32083333333333	11653.738738738737	10866.041666666666	1.0069444444444444	0.2482758620689655
112	0.8	1110	222	888	175.0	704.0	600	878.0	793.8	965.2	960.5	769.4	1250.9	233075.1	185046.8	267275.0	4661.5	3708.1	5345.5	39259.9	56360.2	49165.5	146203.2	210276.0	184776.3	0.7882882882882883	0.7927927927927928	39.414414414414416	39.63963963963964	221.46621621621622	208.0814189189189	11073.31081081081	10404.070945945945	1.0057142857142856	0.24857954545454544
113	0.8	1110	222	888	175.0	699.5	650	877.0	774.5	951.5	899.5	681.1	1183.9	216859.5	171030.5	252272.7	4337.2	3422.7	5045.5	36227.3	53524.4	45616.4	135710.5	198069.9	170482.6	0.7882882882882883	0.7877252252252253	39.414414414414416	39.38626126126126	205.4792792792793	191.98490990990993	10273.963963963963	9599.245495495496	0.9992857142857142	0.25017869907076484
114	0.8	1110	222	888	177.0	701.0	700	878.0	794.2	945.8	802.2	633.5	1056.4	207922.3	170761.2	245163.2	4158.4	3416.9	4912.9	35441.1	51776.8	43204.2	134096.3	194354.7	163948.0	0.7972972972972973	0.7894144144144144	39.86486486486486	39.47072072072072	194.6135135135135	184.62612612612614	9730.675675675675	9231.306306306305	0.9901129943502825	0.2524964336661912
115	0.8	1110	222	888	174.5	692.0	750	868.0	791.0	948.0	706.5	542.8	922.9	194811.3	161003.9	233211.7	3898.8	3220.5	4665.3	33210.0	48317.6	40266.0	127263.2	185160.3	154413.9	0.786036036036036	0.7792792792792793	39.3018018018018	38.96396396396396	181.3783783783784	173.88952702702701	9068.918918918918	8694.47635135135	0.9914040114613182	0.25216763005780346
116	0.8	1110	222	888	174.0	693.5	800	866.0	804.0	940.0	595.1	457.0	803.7	184490.9	149024.7	216735.2	3693.2	2982.1	4334.7	30863.2	45362.0	38040.7	117674.2	171574.1	146160.4	0.7837837837837838	0.7809684684684685	39.189189189189186	39.04842342342342	171.3545045045045	164.59504504504503	8567.725225225224	8229.75225225225	0.9964080459770115	0.250901225666907
117	0.8	1110	222	888	179.0	719.5	850	893.5	817.2	968.8	602.1	473.8	763.1	186682.1	152403.2	221283.3	3733.6	3048.1	4425.7	31814.8	45082.2	38253.9	121298.5	174524.7	147975.1	0.8063063063063063	0.8102477477477478	40.31531531531532	40.512387387387385	172.31486486486486	166.63862612612613	8615.743243243243	8331.931306306305	1.0048882681564246	0.24878387769284224
118	0.8	1110	222	888	181.0	727.0	900	907.0	823.2	985.5	549.7	419.3	699.6	175158.8	146220.6	212928.7	3506.6	2924.4	4258.6	30266.2	44022.8	35737.0	115263.8	167752.0	140258.4	0.8153153153153153	0.8186936936936937	40.765765765765764	40.93468468468468	160.97747747747746	157.94864864864863	8048.873873873873	7897.432432432432	1.0041436464088398	0.24896836313617607
119	0.8	1110	222	888	183.0	730.0	950	913.5	825.0	981.0	518.6	387.9	683.0	182385.6	148823.2	214235.9	3647.7	2979.3	4284.7	30790.5	43442.1	37045.2	117601.7	168833.9	145213.0	0.8243243243243243	0.8220720720720721	41.21621621621622	41.1036036036036	166.87027027027025	163.52815315315314	8343.513513513511	8176.407657657657	0.9972677595628415	0.25068493150684934
120	0.8	1110	222	888	188.0	745.5	1000	932.0	871.0	1002.8	477.4	358.2	635.0	174329.9	143882.7	208429.2	3489.7	2879.2	4168.6	29362.5	42880.9	35902.4	115085.6	164995.6	138801.7	0.8468468468468469	0.839527027027027	42.34234234234234	41.97635135135135	161.72252252252252	156.30822072072073	8086.126126126126	7815.411036036036	0.9913563829787233	0.25217974513749164
121	0.8	1110	222	888	191.0	767.0	1050	958.0	874.5	1015.8	437.7	339.4	600.3	172912.3	143952.3	200400.6	3458.2	2879.5	4008.0	29180.9	40845.9	35673.3	114620.0	158996.8	136711.5	0.8603603603603603	0.8637387387387387	43.01801801801802	43.18693693693694	160.69054054054055	153.9543918918919	8034.527027027027	7697.719594594594	1.0039267015706808	0.24902216427640156
122	0.8	1110	222	888	191.0	766.0	1100	958.0	901.5	1008.5	428.9	334.1	613.9	174878.8	143445.0	205092.0	3497.6	2872.5	4105.7	28850.6	42660.2	36110.2	114684.6	162394.8	138496.1	0.8603603603603603	0.8626126126126126	43.01801801801802	43.13063063063063	162.65855855855855	155.9640765765766	8132.927927927926	7798.203828828829	1.0026178010471203	0.24934725848563968
123	0.8	1110	222	888	193.0	777.0	1150	972.0	884.0	1030.8	408.1	315.2	578.5	167069.7	134369.1	193707.5	3341.4	2695.1	3874.2	27160.4	39744.7	34047.3	107441.7	154451.5	132725.3	0.8693693693693694	0.875	43.468468468468465	43.75	153.36621621621623	149.46542792792792	7668.310810810811	7473.271396396395	1.0064766839378239	0.2483912483912484
124	0.8	1110	222	888	195.0	775.0	1200	969.0	923.8	1029.0	410.9	312.2	553.6	167194.7	144794.6	198031.2	3346.3	2895.9	3960.6	29521.6	40208.0	34438.7	115862.1	157629.4	133334.2	0.8783783783783784	0.8727477477477478	43.91891891891892	43.637387387387385	155.12927927927927	150.15112612612614	7756.463963963963	7507.556306306306	0.9935897435897436	0.25161290322580643
125	1.0	1110	0	1110	0.0	1109.0	0	1109.0	1108.0	1110.0	3840.0	3553.5	4158.5	753421.7	743626.9	766709.9	15068.4	14872.5	15334.2	0.0	0.0	0.0	743626.9	766709.9	753421.7		0.9990990990990991		49.95495495495496		678.7582882882882		33937.914414414416		0.0
126	1.0	1110	0	1110	0.0	1108.0	50	1108.0	1107.0	1109.0	3732.4	3423.3	4051.8	650480.6	640908.7	660032.4	13009.6	12818.2	13200.6	0.0	0.0	0.0	640908.7	660032.4	650480.6		0.9981981981981982		49.909909909909906		586.0185585585585		29300.92792792793		0.0
127	1.0	1110	0	1110	0.0	1106.0	100	1106.0	1104.0	1108.0	3389.8	3106.4	3688.0	487570.1	477989.7	498880.5	9751.4	9559.8	9977.6	0.0	0.0	0.0	477989.7	498880.5	487570.1		0.9963963963963964		49.81981981981982		439.25234234234233		21962.617117117115		0.0
128	1.0	1110	0	1110	0.0	1102.5	150	1102.5	1100.0	1105.0	3121.0	2815.9	3439.3	384635.2	375974.6	394208.9	7692.7	7519.5	7884.2	0.0	0.0	0.0	375974.6	394208.9	384635.2		0.9932432432432432		49.66216216216216		346.5181981981982		17325.90990990991		0.0
129	1.0	1110	0	1110	0.0	1099.0	200	1099.0	1094.0	1102.0	2742.3	2480.4	3060.1	334701.7	324073.7	343943.8	6694.0	6481.5	6878.9	0.0	0.0	0.0	324073.7	343943.8	334701.7		0.9900900900900901		49.5045045045045		301.5330630630631		15076.653153153155		0.0
130	1.0	1110	0	1110	0.0	1094.0	250	1094.0	1088.0	1099.0	2465.0	2226.2	2801.2	316550.4	304144.1	331465.9	6331.0	6086.2	6629.3	0.0	0.0	0.0	304144.1	331465.9	316550.4		0.9855855855855856		49.27927927927928		285.18054054054056		14259.027027027028		0.0
131	1.0	1110	0	1110	0.0	1087.0	300	1087.0	1078.0	1095.0	2276.2	1977.4	2601.8	310840.9	296431.4	327302.1	6216.8	5928.6	6546.0	0.0	0.0	0.0	296431.4	327302.1	310840.9		0.9792792792792793		48.96396396396396		280.03684684684686		14001.842342342345		0.0
132	1.0	1110	0	1110	0.0	1079.0	350	1079.0	1054.0	1092.0	2058.5	1776.5	2352.5	307548.7	289636.2	326644.5	6151.0	5794.2	6532.9	0.0	0.0	0.0	289636.2	326644.5	307548.7		0.972072072072072		48.6036036036036		277.07090090090094		13853.545045045046		0.0
133	1.0	1110	0	1110	0.0	1057.0	400	1057.0	1018.2	1084.0	1811.0	1494.5	2174.1	299601.2	276213.4	333151.6	5992.0	5524.3	6663.0	0.0	0.0	0.0	276213.4	333151.6	299601.2		0.9522522522522523		47.612612612612615		269.910990990991		13495.54954954955		0.0
134	1.0	1110	0	1110	0.0	1037.5	450	1037.5	994.0	1074.0	1592.1	1322.9	1923.6	290005.2	270877.3	319299.5	5805.4	5417.5	6386.0	0.0	0.0	0.0	270877.3	319299.5	290005.2		0.9346846846846847		46.734234234234236		261.26594594594593		13063.297297297298		0.0
135	1.0	1110	0	1110	0.0	1012.0	500	1012.0	945.0	1055.8	1444.7	1206.9	1750.0	281011.7	249940.0	306902.5	5624.0	5001.1	6139.3	0.0	0.0	0.0	249940.0	306902.5	281011.7		0.9117117117117117		45.585585585585584		253.16369369369372		12658.184684684686		0.0
136	1.0	1110	0	1110	0.0	997.0	550	997.0	924.2	1046.5	1292.3	1047.5	1586.6	268276.4	236438.0	302599.9	5365.5	4737.4	6052.0	0.0	0.0	0.0	236438.0	302599.9	268276.4		0.8981981981981982		44.90990990990991		241.69045045045047		12084.522522522524		0.0
137	1.0	1110	0	1110	0.0	955.5	600	955.5	890.0	1027.8	1182.2	962.6	1533.3	255119.4	217640.0	289880.1	5102.4	4360.7	5797.6	0.0	0.0	0.0	217640.0	289880.1	255119.4		0.8608108108108108		43.04054054054054		229.83729729729728		11491.864864864865		0.0
138	1.0	1110	0	1110	0.0	961.0	650	961.0	887.2	1017.0	1035.0	858.2	1284.2	242461.6	208160.0	277916.9	4849.2	4165.2	5558.3	0.0	0.0	0.0	208160.0	277916.9	242461.6		0.8657657657657658		43.28828828828829		218.4338738738739		10921.693693693695		0.0
139	1.0	1110	0	1110	0.0	931.0	700	931.0	852.0	996.8	946.0	737.5	1187.8	229680.5	194086.1	262970.9	4593.6	3883.8	5268.8	0.0	0.0	0.0	194086.1	262970.9	229680.5		0.8387387387387387		41.93693693693694		206.91936936936938		10345.968468468469		0.0
140	1.0	1110	0	1110	0.0	937.0	750	937.0	860.0	1005.0	862.5	678.1	1055.3	223410.3	186221.4	257187.8	4468.2	3724.4	5150.1	0.0	0.0	0.0	186221.4	257187.8	223410.3		0.8441441441441442		42.20720720720721		201.27054054054054		10063.527027027027		0.0
141	1.0	1110	0	1110	0.0	950.0	800	950.0	881.5	1011.8	768.3	589.8	1003.9	219373.5	183933.9	253310.8	4393.7	3685.0	5068.6	0.0	0.0	0.0	183933.9	253310.8	219373.5		0.8558558558558559		42.792792792792795		197.63378378378377		9881.68918918919		0.0
142	1.0	1110	0	1110	0.0	936.0	850	936.0	865.0	1000.8	726.4	534.9	981.7	211097.0	177086.3	239648.5	4221.9	3547.2	4793.1	0.0	0.0	0.0	177086.3	239648.5	211097.0		0.8432432432432433		42.16216216216216		190.17747747747748		9508.873873873874		0.0
143	1.0	1110	0	1110	0.0	941.5	900	941.5	875.2	1003.8	647.1	500.0	842.6	202716.8	173192.0	235151.7	4055.4	3468.6	4707.8	0.0	0.0	0.0	173192.0	235151.7	202716.8		0.8481981981981982		42.409909909909906		182.62774774774775		9131.387387387387		0.0
144	1.0	1110	0	1110	0.0	953.5	950	953.5	875.8	1027.5	618.0	476.5	839.0	198476.1	168040.3	230490.4	3969.5	3360.8	4609.8	0.0	0.0	0.0	168040.3	230490.4	198476.1		0.859009009009009		42.95045045045045		178.8072972972973		8940.364864864865		0.0
145	1.0	1110	0	1110	0.0	971.0	1000	971.0	892.0	1015.5	568.6	437.4	736.5	200888.0	172956.0	222593.0	4017.8	3468.8	4461.1	0.0	0.0	0.0	172956.0	222593.0	200888.0		0.8747747747747747		43.73873873873873		180.98018018018018		9049.009009009009		0.0
146	1.0	1110	0	1110	0.0	968.5	1050	968.5	897.5	1030.8	550.5	399.2	703.5	190500.2	162078.0	219201.2	3810.0	3246.4	4384.0	0.0	0.0	0.0	162078.0	219201.2	190500.2		0.8725225225225225		43.626126126126124		171.6218018018018		8581.09009009009		0.0
147	1.0	1110	0	1110	0.0	987.0	1100	987.0	904.2	1038.5	517.0	395.1	681.6	193776.4	160378.4	223251.2	3875.5	3214.2	4465.0	0.0	0.0	0.0	160378.4	223251.2	193776.4		0.8891891891891892		44.45945945945946		174.57333333333332		8728.666666666666		0.0
148	1.0	1110	0	1110	0.0	981.0	1150	981.0	919.8	1045.8	466.5	353.2	593.3	187434.3	155929.0	215593.3	3749.0	3121.4	4311.9	0.0	0.0	0.0	155929.0	215593.3	187434.3		0.8837837837837837		44.189189189189186		168.8597297297297		8442.986486486487		0.0
149	1.0	1110	0	1110	0.0	1001.0	1200	1001.0	915.0	1060.8	427.4	335.9	581.3	178076.0	154119.1	212165.0	3566.8	3091.4	4243.3	0.0	0.0	0.0	154119.1	212165.0	178076.0		0.9018018018018018		45.09009009009009		160.42882882882884		8021.441441441441		0.0
