# 2D Parameter Scan for FracB and Single Radius Control: Landscape Size 4000
# Kernel = <function exponential_kernel at 0x7fc55e39ea20>; Scale Parameter = 119m ; Sps Parameters = [[0.02       0.09       0.00285714 0.00053   ]
 [0.02       0.14       0.00285714 0.00053   ]]
# control_start = random
Frac_B	N	N_a	N_b	Radius	Med_KE_A	Med_KE_B	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	Q3_AUDPC	Med_AUDP_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.8	1110	222	888	220.0	887.0	0	1107.0	1105.2	1108.0	3837.1	3546.2	4318.6	688990.6	679561.2	698784.5	13779.8	13591.2	13975.7	82532.0	89409.2	86282.7	592889.5	612290.5	603205.7
0.8	1110	222	888	220.0	886.0	50	1105.0	1103.0	1107.0	3722.7	3406.6	4059.9	590299.8	579655.9	601776.0	11806.0	11593.1	12035.5	75225.7	82227.7	78317.2	502015.7	522152.9	511394.2
0.8	1110	222	888	218.0	882.0	100	1100.0	1097.0	1103.0	3402.6	3120.5	3753.2	448309.0	439040.1	457444.4	8966.2	8780.8	9148.9	66358.9	72426.4	68978.6	371369.5	387513.5	378818.3
0.8	1110	222	888	217.0	877.0	150	1094.0	1090.0	1098.0	3143.7	2838.8	3472.3	370979.3	360811.4	382852.3	7424.8	7219.3	7657.0	64108.0	71751.5	67748.9	295271.2	313019.7	303711.8
0.8	1110	222	888	215.0	870.5	200	1086.0	1079.0	1092.8	2826.3	2441.2	3144.0	346678.7	334284.2	362845.9	6933.6	6685.7	7256.9	66505.9	74968.8	70615.8	265510.7	288638.4	277115.5
0.8	1110	222	888	214.0	861.0	250	1074.5	1059.0	1085.8	2578.2	2207.7	2887.0	341404.9	322230.6	358434.9	6828.1	6444.9	7168.7	67462.2	78244.8	71937.6	253224.8	283058.2	269618.7
0.8	1110	222	888	209.0	842.5	300	1052.0	1022.0	1071.0	2272.5	1926.4	2683.2	339942.8	311577.3	365080.7	6804.0	6231.5	7301.6	66917.9	79973.3	73063.2	244428.3	285708.2	264282.8
0.8	1110	222	888	204.0	819.5	350	1023.0	984.0	1055.0	1985.2	1661.1	2455.8	322488.2	299910.7	363936.4	6451.6	6001.2	7278.7	63941.4	80166.8	70724.4	233354.6	283490.8	252214.5
0.8	1110	222	888	195.0	789.0	400	984.0	913.2	1042.5	1707.3	1447.1	2052.5	303605.1	268785.6	339602.6	6072.1	5381.0	6798.0	57454.0	74270.2	64989.4	210825.5	266596.8	235952.2
0.8	1110	222	888	192.0	769.0	450	961.0	881.8	1023.8	1516.6	1255.9	1823.8	289668.0	252179.4	326028.2	5797.5	5043.6	6520.6	52852.7	70908.3	61921.2	197191.0	255128.1	226303.6
0.8	1110	222	888	184.0	736.0	500	916.5	848.2	1000.0	1310.7	1047.9	1606.6	264267.3	233014.6	305751.3	5287.5	4660.3	6116.8	48345.1	65478.2	56024.4	185256.1	240102.6	207452.2
0.8	1110	222	888	180.0	725.0	550	902.0	812.0	975.0	1149.6	918.2	1437.7	245923.4	211307.7	284720.1	4918.5	4226.4	5696.2	43475.3	60873.9	51742.6	166843.9	223415.8	192980.9
0.8	1110	222	888	175.0	704.0	600	878.0	793.8	965.2	960.5	769.4	1250.9	233075.1	185046.8	267275.0	4661.5	3708.1	5345.5	39259.9	56360.2	49165.5	146203.2	210276.0	184776.3
