# 2D Parameter Scan for FracB and Single Radius Control: Landscape Size 4000
# Kernel = <function exponential_kernel at 0x7f8efa4be840>; Scale Parameter = 119m ; Sps Parameters = [[0.02       0.09       0.00285714 0.00053   ]
 [0.02       0.14       0.002      0.00053   ]]
# control_start = random
Frac_B	N	N_a	N_b	Med_KE_A	Med_KE_B	Radius	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	Q3_AUDPC	Med_AUDP_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.8	1110	222	888	148.0	603.0	400	750.0	671.8	823.0	1113.4	896.1	1450.8	209263.0	168620.1	247350.0	4185.3	3378.3	4955.9	34473.9	53281.2	43505.4	131812.2	194092.5	163636.1
0.8	1110	222	888	140.0	574.5	450	717.0	621.2	802.8	941.3	702.0	1153.6	177738.8	130245.9	215477.6	3557.7	2608.3	4313.4	26036.2	44735.7	35915.5	103805.2	170268.7	141001.5
0.8	1110	222	888	138.5	563.5	500	702.0	611.0	794.5	738.6	557.6	983.5	155353.7	116531.6	193436.1	3111.7	2330.6	3869.0	24378.8	39767.7	31118.5	92062.8	153728.5	124946.3
0.8	1110	222	888	141.0	572.5	550	712.5	623.5	785.8	643.6	490.8	840.9	145593.8	116351.0	182916.6	2912.7	2331.8	3658.3	23979.4	38245.2	30034.7	91411.6	144344.4	116311.0
0.8	1110	222	888	143.0	573.0	600	713.5	635.2	799.5	577.3	431.2	751.8	138369.1	114078.5	171182.0	2770.3	2281.6	3425.7	23108.2	35248.8	28415.0	90399.8	136182.8	110140.8
0.8	1110	222	888	146.0	589.0	650	739.0	654.2	805.8	496.6	380.8	678.4	134586.5	108244.7	169037.8	2694.8	2171.5	3382.5	21898.5	34165.1	27113.8	86098.0	136970.0	107156.0
0.8	1110	222	888	149.5	594.5	700	745.0	660.5	818.0	456.6	346.1	577.0	126860.9	102454.6	158109.0	2539.6	2053.0	3163.5	20759.3	32228.9	25545.2	80946.5	125934.4	101381.2
0.8	1110	222	888	155.0	624.5	750	779.0	702.0	840.8	410.1	310.0	552.6	128786.7	105161.1	150808.5	2580.1	2103.2	3017.4	21601.4	31056.9	26268.8	82541.9	120781.3	102726.1
0.8	1110	222	888	156.0	635.0	800	790.5	714.2	871.2	381.0	285.2	521.5	120573.5	101693.7	152363.2	2411.5	2033.9	3050.6	20652.0	29787.0	24757.1	81478.7	121438.0	96722.6
0.8	1110	222	888	161.0	650.5	850	812.5	740.0	881.8	375.6	282.9	515.4	123118.0	102599.3	150014.2	2467.9	2054.7	3000.3	20988.2	30565.4	24981.2	81358.0	120343.4	98115.5
0.8	1110	222	888	164.0	672.0	900	838.5	776.0	905.0	344.5	263.1	465.7	127240.5	101151.4	149383.7	2550.4	2027.6	2987.7	20893.1	30520.3	25745.8	81284.4	119589.0	101645.3
0.8	1110	222	888	170.0	684.0	950	856.0	791.2	922.0	305.0	247.3	428.3	125285.0	100967.1	147048.3	2508.1	2020.5	2941.0	19947.3	30038.9	25174.2	80883.7	116776.9	100129.7
0.8	1110	222	888	176.0	707.5	1000	882.5	822.2	950.0	308.1	235.2	423.3	124846.0	100516.0	150527.8	2496.9	2014.9	3010.6	20265.3	30279.3	25119.3	80648.6	119695.8	99539.7
0.8	1110	222	888	178.0	720.5	1050	897.0	819.5	965.5	296.4	220.2	400.4	122363.0	102899.1	149507.8	2457.0	2058.0	2992.9	20573.4	30038.0	24848.9	82141.5	119010.4	98026.8
0.8	1110	222	888	182.0	734.5	1100	914.5	847.2	987.8	288.0	223.7	379.2	123657.8	101080.3	153011.0	2473.2	2021.6	3060.2	20332.4	30525.5	24926.4	79724.6	122351.8	98828.7
0.8	1110	222	888	188.0	761.0	1150	947.0	878.0	1002.8	270.0	216.9	356.4	124367.9	102743.4	148803.8	2487.4	2056.6	2976.1	20867.4	30382.0	24941.9	82259.1	118634.6	98921.0
0.8	1110	222	888	190.0	769.0	1200	956.5	879.2	1010.8	276.5	204.4	382.8	123304.5	103275.2	145674.6	2466.1	2065.5	2913.5	20878.2	29981.5	24610.8	81778.6	115594.4	98416.6
1.0	1110	0	1110	0.0	1107.0	0	1107.0	1106.0	1108.0	4176.4	3863.7	4627.2	599375.9	586021.3	610212.9	11987.5	11720.4	12204.3	0.0	0.0	0.0	586021.3	610212.9	599375.9
1.0	1110	0	1110	0.0	1104.0	50	1104.0	1102.0	1106.0	4069.5	3697.4	4522.8	496443.4	486640.2	507109.5	9932.3	9732.8	10142.2	0.0	0.0	0.0	486640.2	507109.5	496443.4
1.0	1110	0	1110	0.0	1093.0	100	1093.0	1089.0	1096.0	3659.2	3226.2	4062.0	369684.3	361262.9	378974.9	7396.5	7225.3	7580.1	0.0	0.0	0.0	361262.9	378974.9	369684.3
1.0	1110	0	1110	0.0	1077.0	150	1077.0	1069.0	1084.0	3183.8	2775.0	3839.4	327829.9	315678.8	341048.3	6556.6	6313.6	6821.0	0.0	0.0	0.0	315678.8	341048.3	327829.9
1.0	1110	0	1110	0.0	1050.0	200	1050.0	1030.0	1064.8	2592.8	2274.8	3189.5	322393.9	304397.4	342660.1	6447.9	6087.9	6853.2	0.0	0.0	0.0	304397.4	342660.1	322393.9
1.0	1110	0	1110	0.0	1006.0	250	1006.0	947.0	1038.0	2217.2	1855.4	2577.7	312660.9	283084.3	346542.3	6253.2	5661.7	6930.8	0.0	0.0	0.0	283084.3	346542.3	312660.9
1.0	1110	0	1110	0.0	940.0	300	940.0	858.8	994.0	1835.6	1505.4	2249.9	286058.9	248002.0	337611.7	5721.2	4962.8	6752.2	0.0	0.0	0.0	248002.0	337611.7	286058.9
1.0	1110	0	1110	0.0	868.0	350	868.0	766.5	935.8	1467.3	1194.5	1812.6	248529.3	202992.1	298896.6	4970.6	4059.8	5977.9	0.0	0.0	0.0	202992.1	298896.6	248529.3
1.0	1110	0	1110	0.0	809.0	400	809.0	722.0	893.0	1143.1	901.6	1449.3	204985.6	169603.5	247608.5	4106.7	3392.1	4952.2	0.0	0.0	0.0	169603.5	247608.5	204985.6
1.0	1110	0	1110	0.0	756.5	450	756.5	645.8	851.8	937.6	714.0	1240.7	183921.4	137790.4	218740.4	3678.4	2755.8	4377.3	0.0	0.0	0.0	137790.4	218740.4	183921.4
1.0	1110	0	1110	0.0	749.5	500	749.5	660.2	841.2	780.3	623.1	995.2	163595.4	132191.1	206829.5	3273.7	2643.8	4136.6	0.0	0.0	0.0	132191.1	206829.5	163595.4
1.0	1110	0	1110	0.0	733.5	550	733.5	630.2	833.5	671.0	490.4	863.7	145979.8	110034.2	184873.1	2924.1	2207.4	3698.3	0.0	0.0	0.0	110034.2	184873.1	145979.8
1.0	1110	0	1110	0.0	771.0	600	771.0	669.0	859.5	628.2	464.4	812.3	147421.6	117691.4	190430.8	2951.7	2353.8	3808.6	0.0	0.0	0.0	117691.4	190430.8	147421.6
1.0	1110	0	1110	0.0	763.0	650	763.0	666.2	843.8	526.9	400.9	682.6	133424.8	109364.4	165366.5	2671.4	2191.3	3307.3	0.0	0.0	0.0	109364.4	165366.5	133424.8
1.0	1110	0	1110	0.0	765.5	700	765.5	692.2	857.0	465.2	367.3	608.8	132435.7	107333.8	163496.8	2653.2	2146.7	3269.9	0.0	0.0	0.0	107333.8	163496.8	132435.7
1.0	1110	0	1110	0.0	805.5	750	805.5	739.0	879.5	453.5	347.1	613.3	137112.5	112131.8	160567.8	2747.1	2242.6	3215.8	0.0	0.0	0.0	112131.8	160567.8	137112.5
1.0	1110	0	1110	0.0	804.5	800	804.5	723.5	876.8	385.2	287.2	501.4	125824.3	103069.1	151894.9	2516.5	2071.3	3037.9	0.0	0.0	0.0	103069.1	151894.9	125824.3
1.0	1110	0	1110	0.0	831.5	850	831.5	756.0	899.0	374.9	291.8	516.6	126000.6	105316.7	153364.7	2525.0	2106.3	3074.9	0.0	0.0	0.0	105316.7	153364.7	126000.6
1.0	1110	0	1110	0.0	857.5	900	857.5	782.0	929.8	340.5	259.0	479.0	126444.0	105494.1	153336.8	2528.9	2109.9	3068.3	0.0	0.0	0.0	105494.1	153336.8	126444.0
1.0	1110	0	1110	0.0	893.0	950	893.0	801.0	964.0	335.4	253.4	456.4	129450.4	104554.2	153519.8	2594.3	2092.5	3070.4	0.0	0.0	0.0	104554.2	153519.8	129450.4
1.0	1110	0	1110	0.0	893.5	1000	893.5	823.2	973.8	325.3	246.9	415.0	128099.3	104518.3	149941.1	2567.2	2090.4	3005.1	0.0	0.0	0.0	104518.3	149941.1	128099.3
1.0	1110	0	1110	0.0	924.5	1050	924.5	845.2	991.2	305.6	235.7	407.9	125209.1	106891.8	155809.0	2504.2	2140.5	3116.2	0.0	0.0	0.0	106891.8	155809.0	125209.1
1.0	1110	0	1110	0.0	932.5	1100	932.5	870.2	998.8	293.8	225.9	386.6	126683.6	103912.6	148197.1	2534.4	2078.3	2963.9	0.0	0.0	0.0	103912.6	148197.1	126683.6
1.0	1110	0	1110	0.0	956.0	1150	956.0	880.8	1019.0	290.0	216.2	390.8	123734.4	103356.9	147382.1	2475.9	2072.6	2954.5	0.0	0.0	0.0	103356.9	147382.1	123734.4
1.0	1110	0	1110	0.0	952.5	1200	952.5	875.2	1012.0	272.3	196.8	356.0	126649.1	98270.6	150024.3	2534.4	1965.4	3000.5	0.0	0.0	0.0	98270.6	150024.3	126649.1
