# 2D Parameter Scan for FracB and Single Radius Control: Landscape Size 3000
# Kernel = <function exponential_kernel at 0x7f858d84eb60>; Scale Parameter = 119m ; Sps Parameters = [[0.00833    0.14       0.00285714 0.00053   ]
 [0.00833    0.14       0.002      0.00053   ]]
# control_start = random
Frac_B	N	N_a	N_b	Radius	Med_KE_A	Med_KE_B	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	Q3_AUDPC	Med_AUDP_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.8	1110	222	888	156.0	623.5	500	777.5	704.0	859.5	580.4	437.1	780.9	162404.0	130835.4	196288.6	1352.9	1091.8	1635.5	26122.6	39364.7	32137.5	105115.1	156727.8	130927.7
0.8	1110	222	888	161.0	643.0	550	805.5	711.5	874.8	561.5	398.7	695.9	153969.9	117913.5	194588.3	1282.6	983.2	1621.0	23205.5	38292.1	31081.2	94171.2	156509.6	123201.0
0.8	1110	222	888	161.0	643.0	600	804.0	733.2	887.0	465.7	359.5	617.4	146201.2	118711.2	181775.0	1217.9	988.9	1518.1	23147.2	35653.7	28868.5	96029.8	145750.3	117534.9
0.8	1110	222	888	172.0	682.5	650	853.0	782.2	927.5	442.5	327.4	606.1	149831.9	119216.2	181981.9	1248.1	996.3	1515.9	23850.6	36936.1	30972.8	94872.7	145410.1	119545.4
0.8	1110	222	888	177.0	703.0	700	880.0	812.0	957.8	429.3	326.0	567.9	150821.6	119712.3	185217.1	1257.8	998.8	1542.9	24341.5	37088.9	30884.5	95813.6	147480.2	121082.7
0.8	1110	222	888	181.0	723.5	750	902.0	831.0	969.2	372.9	282.6	510.2	142992.0	116953.9	175006.2	1192.3	974.2	1457.8	23294.8	35135.8	28958.3	93564.9	139607.9	115025.4
0.8	1110	222	888	183.0	728.5	800	910.5	822.2	981.5	347.9	258.7	464.3	136877.6	107698.5	171500.4	1141.7	900.4	1428.6	21231.5	34455.8	27229.8	86546.1	137058.3	110259.3
0.8	1110	222	888	189.0	757.0	850	945.0	873.8	1007.8	331.8	254.4	461.8	136516.8	114015.5	164638.3	1137.2	949.7	1372.2	22472.2	33408.1	27633.8	90740.2	132078.6	108809.6
0.8	1110	222	888	196.0	778.5	900	972.0	908.2	1036.0	325.0	233.5	429.3	141019.9	109187.9	166429.8	1174.7	909.5	1386.4	21576.5	33221.7	27697.4	87774.3	134649.7	112177.0
0.8	1110	222	888	194.0	779.5	950	972.5	900.5	1028.8	310.0	240.7	407.6	135646.7	108081.0	161823.6	1130.3	902.0	1349.1	21532.1	32199.9	27151.2	86433.4	129049.9	108461.0
0.8	1110	222	888	200.0	793.5	1000	993.0	927.0	1049.8	283.6	205.6	402.2	133919.2	106127.3	165196.5	1115.5	884.0	1376.4	21090.2	32425.6	27031.8	84258.5	133549.5	107211.9
0.8	1110	222	888	203.0	806.5	1050	1010.0	940.8	1065.0	300.8	214.1	385.5	135757.2	109378.0	160572.7	1130.9	911.1	1339.4	21151.2	32389.1	27101.8	87202.9	128504.0	108642.1
0.8	1110	222	888	205.0	813.5	1100	1018.0	954.2	1067.0	262.1	189.2	362.5	125275.3	99211.7	154801.1	1043.5	826.4	1289.5	19578.9	31039.1	25045.0	79721.2	124210.7	100239.8
0.8	1110	222	888	207.0	826.5	1150	1031.0	967.0	1072.8	259.3	190.2	359.2	127808.6	103150.8	150916.4	1064.6	859.2	1257.1	20663.6	30365.2	25515.7	82267.2	121545.5	101518.7
0.8	1110	222	888	209.0	831.0	1200	1038.5	983.8	1083.5	247.0	167.3	338.2	122976.1	96040.8	153018.9	1024.4	800.0	1274.6	19633.8	30893.1	24270.8	76726.8	121870.7	97728.9
1.0	1110	0	1110	0.0	1101.0	0	1101.0	1098.0	1103.8	4487.9	4067.0	4946.1	596801.1	585004.2	607710.4	4971.4	4873.1	5062.2	0.0	0.0	0.0	585004.2	607710.4	596801.1
1.0	1110	0	1110	0.0	1090.0	50	1090.0	1086.0	1094.0	4199.0	3779.7	4665.9	475285.5	462108.6	485691.2	3959.1	3849.4	4045.8	0.0	0.0	0.0	462108.6	485691.2	475285.5
1.0	1110	0	1110	0.0	1068.0	100	1068.0	1057.0	1075.0	3559.0	3142.0	4101.4	421271.5	403953.1	441316.0	3509.2	3364.9	3676.2	0.0	0.0	0.0	403953.1	441316.0	421271.5
1.0	1110	0	1110	0.0	1036.0	150	1036.0	1010.2	1049.8	2832.5	2468.4	3292.6	426106.1	396745.5	458255.3	3549.5	3304.9	3817.3	0.0	0.0	0.0	396745.5	458255.3	426106.1
1.0	1110	0	1110	0.0	984.0	200	984.0	934.0	1015.8	2216.5	1920.4	2639.6	397191.1	353213.6	451488.6	3308.6	2942.3	3760.9	0.0	0.0	0.0	353213.6	451488.6	397191.1
1.0	1110	0	1110	0.0	918.5	250	918.5	825.0	976.0	1788.4	1417.2	2228.1	340433.8	290205.7	391898.3	2835.8	2418.3	3264.5	0.0	0.0	0.0	290205.7	391898.3	340433.8
1.0	1110	0	1110	0.0	853.5	300	853.5	748.2	938.8	1329.6	1085.8	1631.4	288118.9	227593.6	338521.1	2400.0	1897.4	2819.9	0.0	0.0	0.0	227593.6	338521.1	288118.9
1.0	1110	0	1110	0.0	807.5	350	807.5	716.0	896.8	1108.3	853.4	1449.3	239905.9	186350.0	293504.1	1998.4	1553.2	2444.9	0.0	0.0	0.0	186350.0	293504.1	239905.9
1.0	1110	0	1110	0.0	798.5	400	798.5	696.8	878.0	910.4	721.5	1132.0	212744.5	166696.4	251126.0	1773.2	1390.8	2091.9	0.0	0.0	0.0	166696.4	251126.0	212744.5
1.0	1110	0	1110	0.0	805.5	450	805.5	711.2	888.0	746.4	576.8	976.5	195232.6	152285.1	237773.4	1626.3	1270.9	1981.1	0.0	0.0	0.0	152285.1	237773.4	195232.6
1.0	1110	0	1110	0.0	809.5	500	809.5	723.0	883.8	662.9	474.0	904.9	178096.0	133546.9	214682.2	1485.2	1113.4	1788.3	0.0	0.0	0.0	133546.9	214682.2	178096.0
1.0	1110	0	1110	0.0	838.0	550	838.0	747.2	900.0	577.6	448.8	786.0	168377.2	133763.7	202907.6	1404.1	1114.4	1690.2	0.0	0.0	0.0	133763.7	202907.6	168377.2
1.0	1110	0	1110	0.0	837.0	600	837.0	738.8	903.8	499.3	362.0	692.8	157667.4	124147.2	195323.4	1313.4	1034.1	1627.0	0.0	0.0	0.0	124147.2	195323.4	157667.4
1.0	1110	0	1110	0.0	850.5	650	850.5	788.0	923.8	452.3	332.7	614.0	153441.5	118646.6	187042.8	1281.5	988.3	1558.8	0.0	0.0	0.0	118646.6	187042.8	153441.5
1.0	1110	0	1110	0.0	890.0	700	890.0	811.5	961.2	427.6	294.9	597.9	150302.8	112732.4	189338.4	1252.0	939.1	1577.2	0.0	0.0	0.0	112732.4	189338.4	150302.8
1.0	1110	0	1110	0.0	894.0	750	894.0	829.0	965.5	376.8	278.5	509.7	141652.2	112235.5	172197.4	1180.0	934.9	1436.3	0.0	0.0	0.0	112235.5	172197.4	141652.2
1.0	1110	0	1110	0.0	935.5	800	935.5	869.5	999.2	343.1	274.0	460.6	143721.0	119295.0	175073.4	1197.2	993.7	1458.4	0.0	0.0	0.0	119295.0	175073.4	143721.0
1.0	1110	0	1110	0.0	966.5	850	966.5	911.5	1029.8	361.9	280.9	488.8	146339.7	120526.6	175208.7	1219.0	1004.0	1459.5	0.0	0.0	0.0	120526.6	175208.7	146339.7
1.0	1110	0	1110	0.0	971.5	900	971.5	887.0	1026.8	307.1	229.2	439.8	137388.2	106947.2	165177.7	1144.4	890.9	1375.9	0.0	0.0	0.0	106947.2	165177.7	137388.2
1.0	1110	0	1110	0.0	976.0	950	976.0	904.0	1035.0	295.0	225.7	412.9	138179.2	103686.3	167448.8	1151.0	863.7	1394.8	0.0	0.0	0.0	103686.3	167448.8	138179.2
1.0	1110	0	1110	0.0	1009.0	1000	1009.0	929.5	1060.0	301.0	209.5	429.9	134214.5	108755.3	169986.4	1118.0	906.1	1416.0	0.0	0.0	0.0	108755.3	169986.4	134214.5
1.0	1110	0	1110	0.0	1002.5	1050	1002.5	942.2	1062.8	276.7	210.8	381.5	132092.5	100053.5	157727.4	1100.3	833.4	1313.9	0.0	0.0	0.0	100053.5	157727.4	132092.5
1.0	1110	0	1110	0.0	1039.0	1100	1039.0	971.5	1075.8	278.2	214.9	373.9	136232.8	106247.9	165802.1	1136.8	885.0	1381.1	0.0	0.0	0.0	106247.9	165802.1	136232.8
1.0	1110	0	1110	0.0	1034.0	1150	1034.0	971.2	1076.8	236.0	183.4	322.1	127437.7	102438.7	155602.6	1061.6	854.6	1299.4	0.0	0.0	0.0	102438.7	155602.6	127437.7
1.0	1110	0	1110	0.0	1049.0	1200	1049.0	990.2	1093.8	263.9	190.7	357.1	126043.9	98412.8	158311.7	1050.3	819.8	1318.7	0.0	0.0	0.0	98412.8	158311.7	126043.9
