# 2D Parameter Scan for FracB and Single Radius Control: Landscape Size 3000
# Kernel = <function exponential_kernel at 0x7f858d84eb60>; Scale Parameter = 119m ; Sps Parameters = [[0.00833    0.14       0.00285714 0.00053   ]
 [0.00833    0.14       0.002      0.00053   ]]
# control_start = random
Frac_B	N	N_a	N_b	Radius	Med_KE_A	Med_KE_B	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	Q3_AUDPC	Med_AUDP_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.6000000000000001	1110	444	666	352.0	530.0	700	883.0	798.0	940.5	379.9	279.7	522.3	140222.0	111697.5	173748.4	1170.6	931.9	1451.4	43742.7	69000.2	56262.7	68369.6	104774.1	83656.7
0.6000000000000001	1110	444	666	359.5	543.0	750	903.0	839.8	976.8	367.1	258.9	484.6	141542.8	109495.7	165993.9	1179.1	913.6	1383.4	44343.7	66864.3	56822.6	65046.1	99114.7	84398.2
0.6000000000000001	1110	444	666	364.5	552.0	800	917.0	837.0	983.0	305.2	227.4	417.5	131642.9	101365.1	160039.6	1096.6	846.8	1333.1	41173.9	64249.2	52521.7	60456.5	96154.8	79339.5
0.6000000000000001	1110	444	666	385.0	579.0	850	963.0	872.8	1016.5	307.6	228.4	420.9	132349.0	106389.8	160662.2	1102.5	886.2	1338.3	41790.9	64779.7	52705.4	63751.2	96360.1	79844.0
0.6000000000000001	1110	444	666	386.5	583.0	900	971.0	890.2	1032.8	321.5	228.7	438.6	134116.5	106562.7	163175.0	1117.2	887.7	1359.2	42527.8	64836.5	54037.8	63474.5	98406.0	80833.6
0.6000000000000001	1110	444	666	387.0	582.0	950	966.0	904.0	1036.8	292.9	216.4	408.7	130513.5	104457.7	160746.6	1088.5	870.3	1339.0	42225.7	63636.7	51373.3	62322.5	96573.8	77977.4
0.6000000000000001	1110	444	666	394.5	593.0	1000	985.0	912.2	1040.0	262.0	201.7	364.7	124500.5	97741.7	147522.5	1037.1	814.9	1228.9	38416.8	58911.6	49590.6	58947.2	87604.4	74694.0
0.6000000000000001	1110	444	666	403.0	609.0	1050	1011.5	943.0	1054.8	258.9	177.0	368.4	119862.7	95246.5	149274.7	998.5	793.4	1243.5	37961.8	59737.8	47880.3	57425.6	89112.6	72185.8
0.6000000000000001	1110	444	666	412.5	619.0	1100	1029.0	968.0	1080.8	233.0	169.8	377.7	123156.3	96771.2	153111.9	1026.1	807.9	1275.4	38780.2	61274.1	50038.4	58009.5	92219.4	73161.0
0.6000000000000001	1110	444	666	419.0	629.0	1150	1049.0	968.2	1084.0	249.5	175.1	372.1	122223.5	95291.4	152111.2	1018.1	793.8	1267.1	38178.5	60603.1	48733.8	57506.3	92019.0	73688.2
0.6000000000000001	1110	444	666	419.0	626.5	1200	1041.0	989.5	1093.8	226.4	176.0	323.2	118915.8	97091.6	144791.7	990.6	808.8	1206.1	39259.1	57527.9	47559.0	57451.9	85881.0	71551.7
0.8	1110	222	888	220.0	879.0	0	1099.0	1097.0	1102.0	4386.7	4002.0	4841.4	561578.4	549593.6	573128.9	4677.9	4578.1	4774.2	82619.1	89978.2	86548.7	464725.0	485419.1	474762.1
0.8	1110	222	888	218.0	869.0	50	1087.0	1081.0	1091.0	4111.2	3710.9	4455.7	461013.0	449438.0	469833.9	3840.2	3743.8	3913.7	73435.0	80471.9	77220.3	373280.7	391124.6	383236.4
0.8	1110	222	888	213.0	849.0	100	1062.0	1050.0	1069.0	3484.8	3118.1	4029.5	424804.9	409414.4	446922.6	3538.6	3410.4	3722.9	75560.8	84852.8	79115.2	332627.9	363484.0	347199.9
0.8	1110	222	888	205.0	817.0	150	1022.0	998.0	1043.8	2740.6	2387.3	3165.4	426945.7	394011.4	470574.1	3556.5	3282.1	3919.9	76901.4	91920.7	83374.7	316727.2	377476.2	344972.1
0.8	1110	222	888	190.0	761.0	200	949.5	898.2	992.0	2207.9	1870.1	2654.5	401986.6	356260.6	457766.2	3348.5	2968.8	3816.4	68893.6	92563.6	79863.2	287664.5	365508.8	322465.4
0.8	1110	222	888	173.0	693.0	250	866.0	771.2	946.0	1623.9	1381.1	1983.5	334467.2	270161.8	389405.5	2787.6	2254.0	3244.5	53564.4	77875.5	66906.7	214740.6	310111.1	268125.4
0.8	1110	222	888	162.5	649.0	300	810.0	711.0	887.0	1252.3	1057.0	1578.9	254890.4	214689.2	311173.7	2125.3	1790.3	2592.1	42773.5	62185.5	51802.7	171677.2	248982.1	204751.0
0.8	1110	222	888	155.0	623.5	350	776.5	664.5	868.2	1046.4	829.4	1396.6	229144.6	167119.5	279383.3	1909.0	1393.2	2327.3	33142.1	54917.2	44485.8	135542.1	222314.8	182888.5
0.8	1110	222	888	151.0	595.0	400	743.5	672.2	838.8	838.2	598.6	1099.3	191657.2	148261.2	230956.1	1597.9	1235.0	1926.4	29222.3	47055.8	38286.1	119405.5	186916.4	153645.3
0.8	1110	222	888	151.0	609.0	450	761.5	681.2	840.8	727.2	522.8	941.0	170606.8	130950.1	216079.0	1422.6	1092.5	1800.9	26097.7	43197.9	34592.2	104099.7	172495.5	136977.0
